-3.65000000e+02,-6.10000000e+02,1.12419957e-01
-7.35000000e+02,-1.23000000e+03,2.46734911e-01
-1.13000000e+03,-1.89000000e+03,2.76091694e-01
-1.64000000e+03,0.00000000e+00,1.84451568e-01
-1.80000000e+03,-6.10000000e+02,1.98869320e-01
-1.96000000e+03,-1.23000000e+03,2.20430256e-01
-1.60500000e+03,-1.23000000e+03,1.24391698e-01
-1.76500000e+03,-1.89000000e+03,4.76336851e-01
-6.80000000e+02,0.00000000e+00,2.34232472e-01
-9.55000000e+02,-6.10000000e+02,1.38093048e-01
-1.23500000e+03,-1.23000000e+03,1.16900077e-01
-1.34500000e+03,-1.47500000e+03,9.72679846e-02
-1.17000000e+03,-1.37500000e+03,1.07421067e-01
-1.43000000e+03,-1.37500000e+03,1.01459516e-01
